language_ID,language,latitude,longitude,links,speaker_number_raw,speaker_number_numeric,speaker_number_type,vitality_status,vitality_certainty,speaker_number_year,speaker_source,source_category,source_type,access_route,source_confidence,source_urls
aruo1240,Srenge,-3.45782,142.478,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10551', 'label': 'Aruop'}, {'url': 'https://www.wikidata.org/entity/Q3450566', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Aruop_language', 'label': None}]",700,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10551']
amol1235,Mol,-3.46843,142.532,"[{'url': 'https://www.endangeredlanguages.com/elp-language/3835', 'label': 'Aru'}, {'url': 'https://www.wikidata.org/entity/Q3504260', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Mol_language', 'label': None}]",270,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/3835']
sili1247,Siliput,-3.60838,142.397,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10559', 'label': 'Siliput'}, {'url': 'https://www.wikidata.org/entity/Q7515090', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Siliput_language', 'label': None}]",<263,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10559']
yaha1247,Yahang,-3.73035,142.4,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10557', 'label': 'Yahang'}, {'url': 'https://www.wikidata.org/entity/Q8046792', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Yahang_language', 'label': None}]","< 1,182?",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10557']
heyo1240,Heyo,-3.83003,142.471,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10558', 'label': 'Heyo'}, {'url': 'https://www.wikidata.org/entity/Q3504295', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Heyo_language', 'label': None}]","< 1,824",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10558']
seti1248,Seti,-3.45521,141.827,"[{'url': 'https://www.endangeredlanguages.com/elp-language/5357', 'label': 'Seti'}, {'url': 'https://www.wikidata.org/entity/Q7456682', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Seti_language', 'label': None}]",113,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/5357']
seta1245,Seta,-3.42155,141.748,"[{'url': 'https://www.endangeredlanguages.com/elp-language/5421', 'label': 'Seta'}, {'url': 'https://www.wikidata.org/entity/Q7456326', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Seta_language', 'label': None}]",155,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/5421']
sout2932,Southern One,-3.41913,141.852,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10539', 'label': 'One'}, {'url': 'https://www.wikidata.org/entity/Q12953785', 'label': None}]","4,450",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10539']
kwam1254,Kwamtim One,-3.44911,141.889,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10539', 'label': 'One'}, {'url': 'https://www.wikidata.org/entity/Q19830649', 'label': None}]","4,450",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10539']
kabo1248,Kabore One,-3.32403,141.88,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10539', 'label': 'One'}, {'url': 'https://www.wikidata.org/entity/Q12953783', 'label': None}]","4,450",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10539']
nort2907,Northern One,-3.25535,142.006,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10539', 'label': 'One'}, {'url': 'https://www.wikidata.org/entity/Q19830648', 'label': None}]","4,450",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10539']
molm1235,Molmo One,-3.38127,141.806,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10539', 'label': 'One'}, {'url': 'https://www.wikidata.org/entity/Q12637224', 'label': None}, {'url': 'https://wals.info/languoid/lect/wals_code_one', 'label': 'One'}]","4,450",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10539']
ineb1235,Inebu One,-3.38015,141.892,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10539', 'label': 'One'}, {'url': 'https://www.wikidata.org/entity/Q12953782', 'label': None}]","4,450",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10539']
urat1244,Urat,-3.60065,142.79,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10556', 'label': 'Urat'}, {'url': 'https://www.wikidata.org/entity/Q3502084', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Urat_language', 'label': None}, {'url': 'https://wals.info/languoid/lect/wals_code_urt', 'label': 'Urat'}]","6,280",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10556']
bumb1241,Bumbita Arapesh,-3.65508,142.859,"[{'url': 'https://www.endangeredlanguages.com/elp-language/2046', 'label': 'Bumbita'}, {'url': 'https://en.wikipedia.org/wiki/Bumbita_language', 'label': None}, {'url': 'https://phoible.org/languages/bumb1241', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3508044', 'label': None}]","2,353",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/2046']
mufi1238,Mufian,-3.57932,142.955,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10567', 'label': 'Mufian'}, {'url': 'https://wals.info/languoid/lect/wals_code_aoj', 'label': 'Mufian'}, {'url': 'https://en.wikipedia.org/wiki/Mufian_language', 'label': None}, {'url': 'https://phoible.org/languages/mufi1238', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3507881', 'label': None}]","10,646",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10567']
buki1249,Bukiyip,-3.47169,143.111,"[{'url': 'https://wals.info/languoid/lect/wals_code_arp', 'label': 'Arapesh (Mountain)'}, {'url': 'https://www.endangeredlanguages.com/elp-language/2123', 'label': 'Bukiyip'}, {'url': 'https://grambank.clld.org/languages/buki1249', 'label': 'Bukiyip'}, {'url': 'https://en.wikipedia.org/wiki/Bukiyip_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3507895', 'label': None}]","12,000",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/2123']
abua1245,Abu' Arapesh,-3.461612,142.917031,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10569', 'label': ""Abu'""}, {'url': 'https://grambank.clld.org/languages/abua1245', 'label': ""Abu' Arapesh""}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-abu-arapesh', 'label': ""Abu' Arapesh""}, {'url': 'https://wals.info/languoid/lect/wals_code_aab', 'label': 'Arapesh (Abu)'}, {'url': 'https://en.wikipedia.org/wiki/Abu%CA%BC_Arapesh_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q4670715', 'label': None}]","2,560",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10569']
yamb1254,Yambes,-3.50624,142.763,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10564', 'label': 'Yambes'}, {'url': 'https://www.wikidata.org/entity/Q8048022', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Yambes_language', 'label': None}]","1,080",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10564']
arue1240,Aruek,-3.37841,142.715,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10566', 'label': 'Aruek'}, {'url': 'https://www.wikidata.org/entity/Q3504279', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Aruek_language', 'label': None}]",614,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10566']
eiti1240,Eitiep,-3.51561,142.555,"[{'url': 'https://www.endangeredlanguages.com/elp-language/4120', 'label': 'Eitiep'}, {'url': 'https://www.wikidata.org/entity/Q5350030', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Eitiep_language', 'label': None}]",394,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/4120']
komb1272,Kombio,-3.48467,142.694,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10563', 'label': 'Kombio'}, {'url': 'https://wals.info/languoid/lect/wals_code_xbi', 'label': 'Kombio'}, {'url': 'https://en.wikipedia.org/wiki/Kombio_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6428259', 'label': None}]","2,970",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10563']
torr1259,Aro-Mukweym-Orok,-3.45292,142.622,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10561', 'label': 'Lou'}, {'url': 'https://www.wikidata.org/entity/Q3450788', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Torricelli_language', 'label': None}]",953,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10561']
gnau1240,Gnau,-3.59093,142.196,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10549', 'label': 'Gnau'}, {'url': 'https://www.wikidata.org/entity/Q3915810', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Gnau_language', 'label': None}]",980,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10549']
bung1270,Bungain,-3.69674,143.796,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10576', 'label': 'Bungain'}, {'url': 'https://www.wikidata.org/entity/Q3450623', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Bungain_language', 'label': None}]","2,451",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10576']
buna1277,Buna,-3.95553,144.119,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10570', 'label': 'Buna'}, {'url': 'https://www.wikidata.org/entity/Q3450516', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Buna_language', 'label': None}]","1,259",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10570']
elep1240,Elepi,-3.7505,143.93,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10572', 'label': 'Elepi'}, {'url': 'https://www.wikidata.org/entity/Q5359444', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Elepi_language', 'label': None}]",149,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10572']
urim1251,Urimo,-3.86066,143.701,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10575', 'label': 'Urimo'}, {'url': 'https://www.wikidata.org/entity/Q7900611', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Urimo_language', 'label': None}]",835,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10575']
kama1367,Kamasau,-3.8503,143.842,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10571', 'label': 'Kamasau'}, {'url': 'https://grambank.clld.org/languages/kama1367', 'label': 'Kamasau'}, {'url': 'https://lexibank.clld.org/languages/johanssonsoundsymbolic-Kamasau', 'label': 'Kamasau'}, {'url': 'https://wals.info/languoid/lect/wals_code_kmz', 'label': 'Kamasau'}, {'url': 'https://en.wikipedia.org/wiki/Kamasau_language', 'label': None}, {'url': 'https://phoible.org/languages/kama1367', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6356117', 'label': None}]",700,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10571']
juwa1238,Juwal,-3.78596,143.681,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10574', 'label': 'Muniwara'}, {'url': 'https://www.wikidata.org/entity/Q6319103', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Juwal_language', 'label': None}]",826,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10574']
wiar1238,Wiarumus,-3.63409,143.756,"[{'url': 'https://www.endangeredlanguages.com/elp-language/3489', 'label': 'Wiarumus'}, {'url': 'https://www.wikidata.org/entity/Q7998045', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Wiarumus_language', 'label': None}]",460,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/3489']
tand1259,Tanda,-5.744131,146.607144,[],,,,,,,,,,,,[]
onte1239,Ontenu,-6.45912,145.765,"[{'url': 'https://www.wikidata.org/entity/Q3352827', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Ontenu_language', 'label': None}]","(25,000 cited 1996 – 2000 census)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Ontenu_language']
omat1240,Omati,-7.39808,144.005,[],,,,,,,,,,,,[]
bika1251,Bikaru-Bragge,-4.86,142.945,"[{'url': 'https://en.wikipedia.org/wiki/Bikaru_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q56342', 'label': None}]","(1,000 cited 2000–2003)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Bikaru_language']
mara1407,Maramba,-4.23908,143.735,"[{'url': 'https://en.wikipedia.org/wiki/Maramba_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6754745', 'label': None}]","8,200 (2003)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Maramba_language']
gabu1248,Gabutamon,-5.8075,146.621,"[{'url': 'https://www.wikidata.org/entity/Q25559467', 'label': None}]",,,,,,,,,,,,[]
kose1239,Kosena,-6.46414,145.66,"[{'url': 'https://en.wikipedia.org/wiki/Kosena_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q12952663', 'label': None}]","(2,780 cited 2000)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Kosena_language']
mora1273,Morawa,-10.1321,148.671,"[{'url': 'https://www.wikidata.org/entity/Q6909384', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Morawa_language', 'label': None}]","(1,100 cited 2000 census)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Morawa_language']
laua1245,Laua,-10.16145,149.25747,"[{'url': 'https://www.endangeredlanguages.com/elp-language/2265', 'label': 'Laua'}, {'url': 'https://www.wikidata.org/entity/Q6497673', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Laua_language', 'label': None}]",1,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/2265']
domu1245,Domu,-10.151,148.45,"[{'url': 'https://www.wikidata.org/entity/Q5291375', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Domu_language', 'label': None}]",(950 cited 2000)[1],,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Domu_language']
mail1248,Mailu,-10.3657,149.521,"[{'url': 'https://wals.info/languoid/lect/wals_code_mgi', 'label': 'Magi'}, {'url': 'https://grambank.clld.org/languages/mail1248', 'label': 'Mailu'}, {'url': 'https://lexibank.clld.org/languages/blustaustronesian-mailu', 'label': 'Mailu'}, {'url': 'https://lexibank.clld.org/languages/johanssonsoundsymbolic-Mailu', 'label': 'Mailu'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-mailu', 'label': 'Mailu'}, {'url': 'https://en.wikipedia.org/wiki/Mailu_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3278246', 'label': None}]",,,,extinct,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Mailu_language']
bina1275,Binahari-Neme,-10.0874,148.835,[],,,,,,,,,,,,[]
bina1274,Binahari-Ma,-10.133855,148.723092,[],,,,,,,,,,,,[]
ooku1235,Ooku,-10.13509,149.100566,[],,,,,,,,,,,,[]
bauw1240,Bauwaki,-9.82577,148.815,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-bauwaki', 'label': 'Bauwaki'}]",,,,,,,,,,,,[]
baib1249,Baibara,-10.36026,149.601352,[],,,,,,,,,,,,[]
isla1273,Island,-10.38578,149.355593,[],,,,,,,,,,,,[]
bore1246,Borebo,-10.340153,149.45478,[],,,,,,,,,,,,[]
asia1264,Asiaoro,-10.280863,149.361218,[],,,,,,,,,,,,[]
geag1239,Geagea,-10.357408,149.514366,[],,,,,,,,,,,,[]
ilai1239,Ilai,-10.324263,149.582399,[],,,,,,,,,,,,[]
dere1243,Derebai,-10.292078,149.405074,[],,,,,,,,,,,,[]
doma1262,Domara,-10.176721,148.5348284,[],,,,,,,,,,,,[]
dara1252,Darava,-10.237355,149.124637,[],,,,,,,,,,,,[]
baib1251,Baibai,-3.42672,141.345,"[{'url': 'https://www.endangeredlanguages.com/elp-language/3887', 'label': 'Baibai'}, {'url': 'https://www.wikidata.org/entity/Q56902', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Baibai_language', 'label': None}]",340,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/3887']
fass1245,Momu-Fas,-3.10868,141.64,"[{'url': 'https://www.endangeredlanguages.com/elp-language/1373', 'label': 'Fas'}, {'url': 'https://wals.info/languoid/lect/wals_code_fqs', 'label': 'Momu'}, {'url': 'https://grambank.clld.org/languages/fass1245', 'label': 'Momu-Fas'}, {'url': 'https://en.wikipedia.org/wiki/Fas_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q56320', 'label': None}]","5,000",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/1373']
aman1265,Amanab,-3.51516,141.178,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10670', 'label': 'Amanab'}, {'url': 'https://wals.info/languoid/lect/wals_code_amn', 'label': 'Amanab'}, {'url': 'https://en.wikipedia.org/wiki/Amanab_language', 'label': None}, {'url': 'https://phoible.org/languages/aman1265', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3327399', 'label': None}]","3,500",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10670']
wari1266,Waris,-3.139,140.931,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10667', 'label': 'Waris'}, {'url': 'https://lexibank.clld.org/languages/johanssonsoundsymbolic-Waris', 'label': 'Waris'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-waris', 'label': 'Waris'}, {'url': 'https://wals.info/languoid/lect/wals_code_wrs', 'label': 'Waris'}, {'url': 'https://en.wikipedia.org/wiki/Waris_language', 'label': None}, {'url': 'https://phoible.org/languages/wari1266', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3502610', 'label': None}]","4,000",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10667']
imon1245,Imonda,-3.31228,141.171,"[{'url': 'https://www.endangeredlanguages.com/elp-language/4302', 'label': 'Imonda'}, {'url': 'https://grambank.clld.org/languages/imon1245', 'label': 'Imonda'}, {'url': 'https://wals.info/languoid/lect/wals_code_imo', 'label': 'Imonda'}, {'url': 'https://en.wikipedia.org/wiki/Imonda_language', 'label': None}, {'url': 'https://phoible.org/languages/imon1245', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6005721', 'label': None}]",274,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/4302']
mane1266,Manem,-2.99145,141.02,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10666', 'label': 'Manem'}, {'url': 'https://www.wikidata.org/entity/Q6748412', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Manem_language', 'label': None}, {'url': 'https://wals.info/languoid/lect/wals_code_mem', 'label': 'Manem'}]",400,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10666']
auwe1239,Auwe,-3.33662,141.254,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10669', 'label': 'Auwe'}, {'url': 'https://www.wikidata.org/entity/Q3502072', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Auwe-Daonda_language', 'label': None}]",270,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10669']
daon1243,Daonda,-3.31443,141.22,"[{'url': 'https://www.endangeredlanguages.com/elp-language/4095', 'label': 'Daonda'}, {'url': 'https://www.wikidata.org/entity/Q5221528', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Daonda_language', 'label': None}]",170,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/4095']
sowa1245,Sowanda,-3.28373,140.92,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10668', 'label': 'Sowanda'}, {'url': 'https://www.wikidata.org/entity/Q7571845', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Sowanda_language', 'label': None}]","1,180",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10668']
umed1238,Umeda-Punda,-3.34565,141.157,"[{'url': 'https://www.wikidata.org/entity/Q7881465', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Umeda_language', 'label': None}]",,,,extinct,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Umeda_language']
ning1275,Ningera,-2.77145,141.454,"[{'url': 'https://www.endangeredlanguages.com/elp-language/4774', 'label': 'Ningera'}, {'url': 'https://www.wikidata.org/entity/Q11732524', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Ningera_language', 'label': None}]",150,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/4774']
kilm1241,Kilmeri,-2.88607,141.191,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10672', 'label': 'Kilmeri'}, {'url': 'https://www.wikidata.org/entity/Q6408020', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Kilmeri_language', 'label': None}]","2,200",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10672']
ainb1238,Ainbai,-3.09214,141.149,"[{'url': 'https://www.endangeredlanguages.com/elp-language/3692', 'label': 'Ainbai'}, {'url': 'https://www.wikidata.org/entity/Q3332149', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Ainbai_language', 'label': None}]",110,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/3692']
pagi1244,Pagi,-3.04649,141.246,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10671', 'label': 'Pagi'}, {'url': 'https://www.wikidata.org/entity/Q7124354', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Pagi_language', 'label': None}]","1,100",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10671']
rapo1238,Rapoisi,-5.78724,154.834,"[{'url': 'https://wals.info/languoid/lect/wals_code_knu', 'label': 'Konua'}, {'url': 'https://grambank.clld.org/languages/rapo1238', 'label': 'Rapoisi'}, {'url': 'https://en.wikipedia.org/wiki/Rapoisi_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7294279', 'label': None}]","(3,500 cited 1998)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Rapoisi_language']
ramo1245,Ramopa,-5.97015,154.9,"[{'url': 'https://www.wikidata.org/entity/Q56830', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Ramopa_language', 'label': None}]","(1,000 cited 1981)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Ramopa_language']
roto1249,Rotokas,-5.94339,155.154,"[{'url': 'https://grambank.clld.org/languages/roto1249', 'label': 'Rotokas'}, {'url': 'https://lexibank.clld.org/languages/johanssonsoundsymbolic-Rotokas', 'label': 'Rotokas'}, {'url': 'https://wals.info/languoid/lect/wals_code_rtk', 'label': 'Rotokas'}, {'url': 'https://en.wikipedia.org/wiki/Rotokas_language', 'label': None}, {'url': 'https://phoible.org/languages/roto1249', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q13203', 'label': None}]","(4,300 cited 1981)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Rotokas_language']
asko1238,Askopan,-6.22539,155.307,"[{'url': 'https://www.wikidata.org/entity/Q56324', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Askopan_language', 'label': None}]","(5,000 cited 2000)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Askopan_language']
onjo1240,Onjob,-9.31824,149.121,"[{'url': 'https://www.endangeredlanguages.com/elp-language/2373', 'label': 'Onjob'}, {'url': 'https://www.wikidata.org/entity/Q7093968', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Onjob_language', 'label': None}]",160,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/2373']
uman1240,Umanakaina,-9.89671,149.658,"[{'url': 'https://grambank.clld.org/languages/uman1240', 'label': 'Umanakaina'}, {'url': 'https://en.wikipedia.org/wiki/Umanakaina_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7881084', 'label': None}]","(2,400 cited 1987)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Umanakaina_language']
tura1265,Turaka,-9.83576,149.567,"[{'url': 'https://www.endangeredlanguages.com/elp-language/2695', 'label': 'Turaka'}, {'url': 'https://www.wikidata.org/entity/Q12953237', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Turaka_language', 'label': None}]",25,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/2695']
dima1252,Dima,-9.70322,149.605,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-dima', 'label': 'Dima'}, {'url': 'https://en.wikipedia.org/wiki/Dima_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q5277140', 'label': None}]",750 (2001)[1],,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Dima_language']
maiw1251,Maiwa,-9.69836,149.274,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-maiwa', 'label': 'Maiwa'}, {'url': 'https://en.wikipedia.org/wiki/Maiwa_language_(Papuan)', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6737223', 'label': None}]","1,500 (2001)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Maiwa_language_(Papuan)']
