language_ID,language,latitude,longitude,links,speaker_number_raw,speaker_number_numeric,speaker_number_type,vitality_status,vitality_certainty,speaker_number_year,speaker_source,source_category,source_type,access_route,source_confidence,source_urls
mate1260,Matepi,-5.13857,145.617,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-matepi', 'label': 'Matepi'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-matepi', 'label': 'matepi'}, {'url': 'https://en.wikipedia.org/wiki/Matepi_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732426', 'label': None}]",280 (2003)[1],,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Matepi_language']
nake1240,Nake,-5.09087,145.655,"[{'url': 'https://www.endangeredlanguages.com/elp-language/4769', 'label': 'Nake'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-nake', 'label': 'Nake'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-nake', 'label': 'nake'}, {'url': 'https://en.wikipedia.org/wiki/Nake_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732496', 'label': None}]",170,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/4769']
siha1245,Sihan (Gum),-5.28029,145.574,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-sihan', 'label': 'Sihan'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-sihan', 'label': 'sihan'}, {'url': 'https://en.wikipedia.org/wiki/Sihan_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7513400', 'label': None}]",570 (2003)[1],,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Sihan_language']
amel1241,Amele,-5.29126,145.687,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-amele', 'label': 'Amele'}, {'url': 'https://wals.info/languoid/lect/wals_code_ame', 'label': 'Amele'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-amele', 'label': 'amele'}, {'url': 'https://en.wikipedia.org/wiki/Amele_language', 'label': None}, {'url': 'https://phoible.org/languages/amel1241', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3508025', 'label': None}]","(5,300 cited 1987)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Amele_language']
guma1255,Gumalu,-5.22189,145.618,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-gumalu', 'label': 'Gumalu'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-gumalu', 'label': 'gumalu'}, {'url': 'https://en.wikipedia.org/wiki/Gumalu_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q5618027', 'label': None}]",580 (2003)[1],,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Gumalu_language']
bauu1244,Bau,-5.26465,145.611,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-bau', 'label': 'Bau'}, {'url': 'https://wals.info/languoid/lect/wals_code_bau', 'label': 'Bau'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-bau', 'label': 'bau'}, {'url': 'https://en.wikipedia.org/wiki/Bau_language_(New_Guinea)', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q4873415', 'label': None}]","(3,200 cited 2000)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Bau_language_(New_Guinea)']
pani1258,Panim,-5.21388,145.752,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-panim', 'label': 'Panim'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-panim', 'label': 'panim'}, {'url': 'https://en.wikipedia.org/wiki/Panim_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732562', 'label': None}]",12 (2019)[1],,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Panim_language']
iseb1246,Isebe,-5.20719,145.691,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-isebe', 'label': 'Isebe'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-isebe', 'label': 'isebe'}, {'url': 'https://en.wikipedia.org/wiki/Isebe_language', 'label': None}, {'url': 'https://phoible.org/languages/iseb1246', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732248', 'label': None}]","(1,200 cited 2000)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Isebe_language']
muni1257,Munit,-5.24329,145.548,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-munit', 'label': 'Munit'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-munit', 'label': 'munit'}, {'url': 'https://en.wikipedia.org/wiki/Munit_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732482', 'label': None}]",910 (2003)[1],,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Munit_language']
kein1239,Kein,-5.3373,145.483,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-kein', 'label': 'Kein'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-kein', 'label': 'kein'}, {'url': 'https://en.wikipedia.org/wiki/Kein_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6383764', 'label': None}]","(1,800 cited 2000 census)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Kein_language']
gira1247,Girawa,-5.35342,145.423,"[{'url': 'https://grambank.clld.org/languages/gira1247', 'label': 'Girawa'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-girawa', 'label': 'Girawa'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-girawa', 'label': 'girawa'}, {'url': 'https://en.wikipedia.org/wiki/Girawa_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q5564185', 'label': None}]","(3,600 cited 2000)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Girawa_language']
dimi1244,Gavak,-4.8296,145.676,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-gavak', 'label': 'Gavak'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-gavak', 'label': 'gavak'}, {'url': 'https://en.wikipedia.org/wiki/Gavak_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q5277406', 'label': None}]","3,800 (2003)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Gavak_language']
yara1250,Yarawata,-4.93943,145.454,"[{'url': 'https://www.endangeredlanguages.com/elp-language/3165', 'label': 'Yarawata'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-yarawata', 'label': 'Yarawata'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-yarawata', 'label': 'yarawata'}, {'url': 'https://en.wikipedia.org/wiki/Yarawata_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q8049237', 'label': None}]",130,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/3165']
para1307,Parawen,-5.0112,145.418,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-parawen', 'label': 'Parawen'}, {'url': 'https://en.wikipedia.org/wiki/Parawen_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7136291', 'label': None}]",(430 cited 1981)[1],,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Parawen_language']
ukur1240,Ukuriguma,-4.94407,145.514,"[{'url': 'https://www.endangeredlanguages.com/elp-language/3433', 'label': 'Ukuriguma'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-ukuriguma', 'label': 'Ukuriguma'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-ukuriguma', 'label': 'ukuriguma'}, {'url': 'https://en.wikipedia.org/wiki/Ukuriguma_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7878623', 'label': None}]",170,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/3433']
usan1239,Usan,-4.84265,145.362,"[{'url': 'https://grambank.clld.org/languages/usan1239', 'label': 'Usan'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-usan', 'label': 'Usan'}, {'url': 'https://wals.info/languoid/lect/wals_code_usa', 'label': 'Usan'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-usan', 'label': 'usan'}, {'url': 'https://en.wikipedia.org/wiki/Usan_language', 'label': None}, {'url': 'https://phoible.org/languages/usan1239', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7901709', 'label': None}]","(1,400 cited 1991)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Usan_language']
bila1257,Karen,-4.93116,145.559,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-bilakura', 'label': 'Bilakura'}, {'url': 'https://www.endangeredlanguages.com/elp-language/2120', 'label': 'Karian'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-bilakura', 'label': 'bilakura'}, {'url': 'https://en.wikipedia.org/wiki/Karian_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q4907504', 'label': None}]",A few dozen speakers or less,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/2120']
yabe1255,Yaben,-4.90868,145.361,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-yaben', 'label': 'Yaben'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-yaben', 'label': 'yaben'}, {'url': 'https://en.wikipedia.org/wiki/Yaben_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q8046372', 'label': None}]","(1,090 cited 2000 census)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Yaben_language']
mala1494,Mala,-4.35889,145.04,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-mala', 'label': 'Mala'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-mala', 'label': 'mala'}, {'url': 'https://en.wikipedia.org/wiki/Mala_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732569', 'label': None}]","1,400 (2003)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Mala_language']
maia1253,Maiani,-4.55066,145.239,"[{'url': 'https://grambank.clld.org/languages/maia1253', 'label': 'Maiani'}, {'url': 'https://en.wikipedia.org/wiki/Miani_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6735243', 'label': None}]","(3,000 South cited 2003, 1,500 North cited 1987)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Miani_language']
maia1254,Maia,-4.50212,145.096,"[{'url': 'https://grambank.clld.org/languages/maia1254', 'label': 'Maia'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-maia-pila', 'label': 'Maia (Pila Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-maia-saki', 'label': 'Maia (Saki Dialect)'}, {'url': 'https://en.wikipedia.org/wiki/Maia_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q12952760', 'label': None}]","(4,400 cited 2000 census)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Maia_language']
mian1254,Miani,-4.42116,145.276,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-miani', 'label': 'Miani'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-miani', 'label': 'miani'}, {'url': 'https://www.wikidata.org/entity/Q12952844', 'label': None}]",,,,,,,,,,,,[]
brem1238,Barem,-4.67372,145.562,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-brem', 'label': 'Brem'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-brem', 'label': 'brem'}, {'url': 'https://en.wikipedia.org/wiki/Barem_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q4960502', 'label': None}]",,,,extinct,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Barem_language']
mala1495,Manep,-4.76685,145.621,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-malas', 'label': 'Malas'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-malas', 'label': 'malas'}, {'url': 'https://en.wikipedia.org/wiki/Manep_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732402', 'label': None}]",650 (2003)[1],,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Manep_language']
wana1269,Mokati,-4.78822,145.419,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-wanambre', 'label': 'Wanambre'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-wanambre', 'label': 'wanambre'}, {'url': 'https://en.wikipedia.org/wiki/Mokati_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7967057', 'label': None}]",590 (2003)[1],,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Mokati_language']
pamo1253,Pamosu,-4.69874,145.288,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-pamosu', 'label': 'Pamosu'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-pamosu', 'label': 'pamosu'}, {'url': 'https://en.wikipedia.org/wiki/Pamosu_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q12953011', 'label': None}]","1,800 (2012)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Pamosu_language']
mawa1266,Mawak,-4.61817,145.283,"[{'url': 'https://www.endangeredlanguages.com/elp-language/2270', 'label': 'Mawak'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-mawak', 'label': 'Mawak'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-mawak', 'label': 'mawak'}, {'url': 'https://en.wikipedia.org/wiki/Mawak_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732427', 'label': None}]",25,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/2270']
musa1265,Hember Avu,-4.70258,145.413,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-musar', 'label': 'Musar'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-musar', 'label': 'musar'}, {'url': 'https://en.wikipedia.org/wiki/Hember_Avu_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6940113', 'label': None}]","(1,500 cited 2000)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Hember_Avu_language']
kowa1245,Kowaki,-4.63032,145.412,"[{'url': 'https://www.endangeredlanguages.com/elp-language/2228', 'label': 'Kowaki'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-kowaki', 'label': 'Kowaki'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-kowaki', 'label': 'kowaki'}, {'url': 'https://en.wikipedia.org/wiki/Kowaki_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6434920', 'label': None}]",~30,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/2228']
mauw1238,Mauwake,-4.52416,145.394,"[{'url': 'https://grambank.clld.org/languages/mauw1238', 'label': 'Mauwake'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-mauwake', 'label': 'Mauwake'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-mauwake', 'label': 'mauwake'}, {'url': 'https://en.wikipedia.org/wiki/Mauwake_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6794095', 'label': None}]","2,400 (2003)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Mauwake_language']
bepo1240,Bepour,-4.5985,145.442,"[{'url': 'https://www.endangeredlanguages.com/elp-language/2119', 'label': 'Bepour'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-bepour', 'label': 'Bepour'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-bepour', 'label': 'bepour'}, {'url': 'https://en.wikipedia.org/wiki/Bepour_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q4890914', 'label': None}]",A few dozen speakers or less,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/2119']
moer1240,Moere,-4.62246,145.458,"[{'url': 'https://www.endangeredlanguages.com/elp-language/2272', 'label': 'Moere'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-moere', 'label': 'Moere'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-moere', 'label': 'moere'}, {'url': 'https://en.wikipedia.org/wiki/Moere_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732458', 'label': None}]",50,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/2272']
kora1296,Korak,-4.5998,145.514,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-korak', 'label': 'Korak'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-korak', 'label': 'korak'}, {'url': 'https://en.wikipedia.org/wiki/Amako_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6431365', 'label': None}]",510 (2003)[1],,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Amako_language']
wask1241,Waskia,-4.57978,145.979,"[{'url': 'https://grambank.clld.org/languages/wask1241', 'label': 'Waskia'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-waskia', 'label': 'Waskia'}, {'url': 'https://wals.info/languoid/lect/wals_code_wsk', 'label': 'Waskia'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-waskia', 'label': 'waskia'}, {'url': 'https://en.wikipedia.org/wiki/Waskia_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7972683', 'label': None}]","20,000 (2007)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Waskia_language']
mumm1238,Mum,-4.83462,145.059,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-mum', 'label': 'Mum'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-mum', 'label': 'mum'}, {'url': 'https://en.wikipedia.org/wiki/Mum_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6935252', 'label': None}]","2,500 (2015)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Mum_language']
sile1255,Sirva,-4.98243,145.225,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-sileibi', 'label': 'Sileibi'}, {'url': 'https://www.endangeredlanguages.com/elp-language/10329', 'label': 'Sirva'}, {'url': 'https://grambank.clld.org/languages/sile1255', 'label': 'Sirva'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-sileibi', 'label': 'sileibi'}, {'url': 'https://en.wikipedia.org/wiki/Sirva_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7514337', 'label': None}]",~200,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10329']
gant1244,Gants,-5.28113,144.771,"[{'url': 'https://grambank.clld.org/languages/gant1244', 'label': 'Gants'}, {'url': 'https://en.wikipedia.org/wiki/Gants_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q5521529', 'label': None}]","2,500 (2015)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Gants_language']
fait1240,Kulsab,-5.59947,145.298,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-faita', 'label': 'Faita'}, {'url': 'https://grambank.clld.org/languages/fait1240', 'label': 'Kulsab'}, {'url': 'https://www.endangeredlanguages.com/elp-language/2215', 'label': 'Kursav'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-faita', 'label': 'faita'}, {'url': 'https://en.wikipedia.org/wiki/Kursav_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q976953', 'label': None}]",10,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/2215']
musa1266,Aisi,-5.37407,145.197,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10330', 'label': 'Aisi'}, {'url': 'https://grambank.clld.org/languages/musa1266', 'label': 'Aisi'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-aisi', 'label': 'Aisi'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-musak', 'label': 'Musak'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-musak', 'label': 'musak'}, {'url': 'https://en.wikipedia.org/wiki/Aisi_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6940074', 'label': None}]",~250,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/10330']
magi1243,Magi,-5.1385,145.1091,"[{'url': 'https://en.wikipedia.org/wiki/Mag%C9%A8_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q55621742', 'label': None}]",50 (2016)[1],,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Mag%C9%A8_language']
apal1256,Apali,-5.1727,145.023,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-apali', 'label': 'Apali'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-apali', 'label': 'apali'}, {'url': 'https://en.wikipedia.org/wiki/Apali_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3504201', 'label': None}]",980 (2003)[1],,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Apali_language']
payn1244,Manat,-4.94303,144.879,"[{'url': 'https://www.endangeredlanguages.com/elp-language/4979', 'label': 'Manat'}, {'url': 'https://grambank.clld.org/languages/payn1244', 'label': 'Manat'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-paynamar', 'label': 'Paynamar'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-paynamar', 'label': 'paynamar'}, {'url': 'https://en.wikipedia.org/wiki/Manat_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3450824', 'label': None}]",~50,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/4979']
atem1241,Mand,-5.08137,144.806,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-atemble', 'label': 'Atemble'}, {'url': 'https://www.endangeredlanguages.com/elp-language/2049', 'label': 'Mand'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-atemble', 'label': 'atemble'}, {'url': 'https://en.wikipedia.org/wiki/Mand_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q4813055', 'label': None}]",8,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/2049']
nend1239,Nend,-5.04271,144.886,"[{'url': 'https://grambank.clld.org/languages/nend1239', 'label': 'Nend'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-nend', 'label': 'Nend'}, {'url': 'https://wals.info/languoid/lect/wals_code_nnd', 'label': 'Nend'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-nend', 'label': 'nend'}, {'url': 'https://en.wikipedia.org/wiki/Nend_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6991554', 'label': None}]","(2,000 cited 1991)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Nend_language']
magi1244,Magiyi,-4.88,144.88,[],,,,,,,,,,,,[]
utar1238,Utarmbung,-4.82756,144.924,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-utarmbung', 'label': 'Utarmbung'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-utarmbung', 'label': 'utarmbung'}, {'url': 'https://en.wikipedia.org/wiki/Utarmbung_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7902577', 'label': None}]","1,200 (2003)[1]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Utarmbung_language']
wada1263,Wadaginam,-4.52754,144.972,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-wadaginam', 'label': 'Wadaginam'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-wadaginam', 'label': 'wadaginam'}, {'url': 'https://en.wikipedia.org/wiki/Wadaginam_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7958930', 'label': None}]",950 (2003)[1],,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Wadaginam_language']
anam1247,Anam,-4.68869,145.051,"[{'url': 'https://www.endangeredlanguages.com/elp-language/4954', 'label': 'Anam'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-anam', 'label': 'Anam'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-anam', 'label': 'anam'}, {'url': 'https://en.wikipedia.org/wiki/Anam_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3501930', 'label': None}]","1,070",,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/4954']
more1258,Moresada,-4.57497,144.988,"[{'url': 'https://www.endangeredlanguages.com/elp-language/4717', 'label': 'Moresada'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-moresada', 'label': 'Moresada'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-moresada', 'label': 'moresada'}, {'url': 'https://en.wikipedia.org/wiki/Moresada_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732475', 'label': None}]",200,,,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.8,['https://www.endangeredlanguages.com/elp-language/4717']
anam1248,Anamuxra,-4.63762,144.991,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-anamgura', 'label': 'Anamgura'}, {'url': 'https://wals.info/languoid/lect/wals_code_amx', 'label': 'Anamuxra'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-anamgura', 'label': 'anamgura'}, {'url': 'https://en.wikipedia.org/wiki/Anamgura_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3501881', 'label': None}]","(2,000 cited 2000)[2]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Anamgura_language']
kobo1249,Kobon,-5.16446,144.46,"[{'url': 'https://grambank.clld.org/languages/kobo1249', 'label': 'Kobon'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-kobon', 'label': 'Kobon'}, {'url': 'https://wals.info/languoid/lect/wals_code_kob', 'label': 'Kobon'}, {'url': 'https://en.wikipedia.org/wiki/Kobon_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732326', 'label': None}]","10,000 (2007)[1]4,000 monolinguals (2007?)[2]",,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Kobon_language']
taii1241,Tai,-5.29223,144.66,"[{'url': 'https://en.wikipedia.org/wiki/Tai_language_(New_Guinea)', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7675861', 'label': None}]",(900 cited 1990)[1],,,,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Tai_language_(New_Guinea)']
