language_ID,language,latitude,longitude,links,speaker_number_raw,speaker_number_numeric,speaker_number_type,speaker_number_min,speaker_number_max,vitality_status,vitality_certainty,speaker_number_year,speaker_source,source_category,source_type,access_route,source_confidence,source_urls,plotting_data,bar_chart_tooltip_value
bonk1244,Bonkiman,-5.84007,146.738,"[{'url': 'https://www.endangeredlanguages.com/elp-language/3950', 'label': 'Bonkiman'}, {'url': 'https://www.wikidata.org/entity/Q4942134', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Bonkiman_language', 'label': None}]",180,180.0,exact,180.0,180.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/3950'],180.0,180.0
yopn1238,Yopno,-5.94085,146.661,"[{'url': 'https://en.wikipedia.org/wiki/Yopno_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q12953338', 'label': None}]","9,000 (2010)[1]",9000.0,exact,9000.0,9000.0,,,2010,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Yopno_language'],9000.0,9000.0
kamb1303,Kambaira,-6.26656,146.083,"[{'url': 'https://www.endangeredlanguages.com/elp-language/4472', 'label': 'Kambaira'}, {'url': 'https://www.wikidata.org/entity/Q6356254', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Kambaira_language', 'label': None}]",140,140.0,exact,140.0,140.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/4472'],140.0,140.0
binu1245,Binumarien,-6.22068,146.102,"[{'url': 'https://wals.info/languoid/lect/wals_code_bnm', 'label': 'Binumarien'}, {'url': 'https://en.wikipedia.org/wiki/Binumarien_language', 'label': None}, {'url': 'https://phoible.org/languages/binu1245', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q538364', 'label': None}]","1,200 (2019)[1]",1200.0,exact,1200.0,1200.0,,,2019,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Binumarien_language'],1200.0,1200.0
waff1241,Waffa,-6.55783,146.09,"[{'url': 'https://en.wikipedia.org/wiki/Waffa_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3565058', 'label': None}]","(1,990 cited 2000)[1]",1990.0,exact,1990.0,1990.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Waffa_language'],1990.0,1990.0
sout2943,South Tairora,-6.35337,145.883,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-tairora-south', 'label': 'Tairora, South'}, {'url': 'https://www.wikidata.org/entity/Q20210553', 'label': None}]",,,,,,,,,,,,,,[],,
nort2920,North Tairora,-6.51563,145.959,"[{'url': 'https://wals.info/languoid/lect/wals_code_trr', 'label': 'Tairora'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-tairora-north', 'label': 'Tairora, North'}, {'url': 'https://www.wikidata.org/entity/Q20210398', 'label': None}]",,,,,,,,,,,,,,[],,
awiy1238,Awiyaana,-6.54079,145.76,"[{'url': 'https://wals.info/languoid/lect/wals_code_auy', 'label': 'Auyana'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-awiyaana', 'label': 'Awiyaana'}, {'url': 'https://en.wikipedia.org/wiki/Awiyaana_language', 'label': None}, {'url': 'https://phoible.org/languages/awiy1238', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q2873211', 'label': None}]","(11,000 cited 2000)[1]",11000.0,exact,11000.0,11000.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Awiyaana_language'],11000.0,11000.0
usar1243,Usarufa,-6.38898,145.633,"[{'url': 'https://wals.info/languoid/lect/wals_code_usr', 'label': 'Usarufa'}, {'url': 'https://en.wikipedia.org/wiki/Usarufa_language', 'label': None}, {'url': 'https://phoible.org/languages/usar1243', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7901714', 'label': None}]","(1,300 cited 1996)[1]",1300.0,exact,1300.0,1300.0,,,1996,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Usarufa_language'],1300.0,1300.0
owen1244,Oweina,-6.70452,145.817,"[{'url': 'https://www.wikidata.org/entity/Q7114727', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Oweina_language', 'label': None}]",(640 cited 2000)[1],640.0,exact,640.0,640.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Oweina_language'],640.0,640.0
awap1236,Awa,-6.65534,145.714,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-awa', 'label': 'Awa'}, {'url': 'https://wals.info/languoid/lect/wals_code_awa', 'label': 'Awa'}, {'url': 'https://grambank.clld.org/languages/awap1236', 'label': 'Awa (Papua New Guinea)'}, {'url': 'https://en.wikipedia.org/wiki/Awa_language_(Papua_New_Guinea)', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q2874650', 'label': None}]","2,100 (2003)[1]",2100.0,exact,2100.0,2100.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Awa_language_(Papua_New_Guinea)'],2100.0,2100.0
gads1258,Gadsup,-6.31631,145.997,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-gadsup', 'label': 'Gadsup'}, {'url': 'https://wals.info/languoid/lect/wals_code_gds', 'label': 'Gadsup'}, {'url': 'https://en.wikipedia.org/wiki/Gadsup_language', 'label': None}, {'url': 'https://phoible.org/languages/gads1258', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q5516467', 'label': None}]","(25,000 cited 1996 - 2000 census)[1]",25000.0,exact,25000.0,25000.0,,,1996 - 2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Gadsup_language'],25000.0,25000.0
agar1252,Agarabi,-6.20604,145.917,"[{'url': 'https://wals.info/languoid/lect/wals_code_aga', 'label': 'Agarabi'}, {'url': 'https://en.wikipedia.org/wiki/Agarabi_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3399642', 'label': None}]","(27,000 cited 2000 census)[1]",27000.0,exact,27000.0,27000.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Agarabi_language'],27000.0,27000.0
gend1249,Gende,-5.67528,145.177,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-gende', 'label': 'Gende'}, {'url': 'https://en.wikipedia.org/wiki/Gende_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3100425', 'label': None}]","(3,000 cited 2000)[1]",3000.0,exact,3000.0,3000.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Gende_language'],3000.0,3000.0
isab1240,Isabi,-5.83809,145.462,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-isabi', 'label': 'Isabi'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-isabi', 'label': 'isabi'}, {'url': 'https://en.wikipedia.org/wiki/Isabi_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732247', 'label': None}]",(280 cited 1981)[1],280.0,exact,280.0,280.0,,,1981,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Isabi_language'],280.0,280.0
gimi1243,Gimi (Eastern Highlands),-6.42097,145.214,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-gimi', 'label': 'Gimi'}, {'url': 'https://en.wikipedia.org/wiki/Gimi_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732209', 'label': None}]","(23,000 cited 2000)[1]",23000.0,exact,23000.0,23000.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Gimi_language'],23000.0,23000.0
fore1270,Fore,-6.64473,145.5065,"[{'url': 'https://grambank.clld.org/languages/fore1270', 'label': 'Fore'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-fore', 'label': 'Fore'}, {'url': 'https://wals.info/languoid/lect/wals_code_for', 'label': 'Fore'}, {'url': 'https://en.wikipedia.org/wiki/Fore_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3077126', 'label': None}]","(30,000 cited 2000)[1]",30000.0,exact,30000.0,30000.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Fore_language'],30000.0,30000.0
dano1240,Dano,-5.92188,145.254,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-dano-asaro', 'label': 'Dano (Asaro Dialect)'}, {'url': 'https://en.wikipedia.org/wiki/Dano_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q5220979', 'label': None}]","(30,000 cited 1987)[1]",30000.0,exact,30000.0,30000.0,,,1987,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Dano_language'],30000.0,30000.0
toka1244,Tokano,-6.05047,145.298,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-tokano', 'label': 'Tokano'}, {'url': 'https://en.wikipedia.org/wiki/Tokano_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7813481', 'label': None}]","(6,000 cited 1982)[1]",6000.0,exact,6000.0,6000.0,,,1982,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Tokano_language'],6000.0,6000.0
alek1238,Alekano,-6.03901,145.387,"[{'url': 'https://www.endangeredlanguages.com/elp-language/4184', 'label': 'Alekano'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-alekano', 'label': 'Alekano'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-alekano-asaroyufa', 'label': 'Alekano (Asaroyufa Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-alekano-kefamo', 'label': 'Alekano (Kefamo Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-alekano-kotuni', 'label': 'Alekano (Kotuni Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-alekano-notofana', 'label': 'Alekano (Notofana Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-alekano-wanima', 'label': 'Alekano (Wanima Dialect)'}, {'url': 'https://wals.info/languoid/lect/wals_code_gah', 'label': 'Gahuku'}, {'url': 'https://en.wikipedia.org/wiki/Alekano_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3441595', 'label': None}]","25,000",25000.0,exact,25000.0,25000.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/4184'],25000.0,25000.0
sian1257,Siane,-6.13188,145.247,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-siane', 'label': 'Siane'}, {'url': 'https://wals.info/languoid/lect/wals_code_sia', 'label': 'Siane'}, {'url': 'https://en.wikipedia.org/wiki/Siane_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7506812', 'label': None}]","(29,000 cited 2000 census)[1]",29000.0,exact,29000.0,29000.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Siane_language'],29000.0,29000.0
yawe1241,Yaweyuha,-6.1868,145.359,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-yaweyuha', 'label': 'Yaweyuha'}, {'url': 'https://en.wikipedia.org/wiki/Yaweyuha_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3571231', 'label': None}]","(2,000 cited 1991)[1]",2000.0,exact,2000.0,2000.0,,,1991,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Yaweyuha_language'],2000.0,2000.0
bena1264,Benabena,-6.09974,145.534,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-benabena', 'label': 'Benabena'}, {'url': 'https://wals.info/languoid/lect/wals_code_beb', 'label': 'Benabena'}, {'url': 'https://en.wikipedia.org/wiki/Benabena_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q2895638', 'label': None}]","(45,000 cited 2000 census)[1]",45000.0,exact,45000.0,45000.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Benabena_language'],45000.0,45000.0
yaga1260,Yagaria,-6.32432,145.388,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-yagaria', 'label': 'Yagaria'}, {'url': 'https://wals.info/languoid/lect/wals_code_ygr', 'label': 'Yagaria'}, {'url': 'https://en.wikipedia.org/wiki/Yagaria_language', 'label': None}, {'url': 'https://phoible.org/languages/yaga1260', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q8046690', 'label': None}]","(38,000 cited 2000)[1]",38000.0,exact,38000.0,38000.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Yagaria_language'],38000.0,38000.0
kani1286,Kanite,-6.38841,145.556,"[{'url': 'https://grambank.clld.org/languages/kani1286', 'label': 'Kanite'}, {'url': 'https://en.wikipedia.org/wiki/Kanite_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q12952567', 'label': None}]","9,300 (2019)[1]",9300.0,exact,9300.0,9300.0,,,2019,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Kanite_language'],9300.0,9300.0
keya1238,Keyagana,-6.47599,145.464,"[{'url': 'https://en.wikipedia.org/wiki/Keyagana_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6398208', 'label': None}]","(12,000 cited 1981)[1]",12000.0,exact,12000.0,12000.0,,,1981,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Keyagana_language'],12000.0,12000.0
kama1370,Kamano,-6.25829,145.728,"[{'url': 'https://grambank.clld.org/languages/kama1370', 'label': 'Kamano'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-kamano', 'label': 'Kamano'}, {'url': 'https://wals.info/languoid/lect/wals_code_kak', 'label': 'Kamano-Kafe'}, {'url': 'https://en.wikipedia.org/wiki/Kamano_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732272', 'label': None}]","(63,000 cited 2000 census)[1]",63000.0,exact,63000.0,63000.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Kamano_language'],63000.0,63000.0
inok1238,Inoke-Yate,-6.32311,145.539,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-inoke-yate', 'label': 'Inoke-Yate'}, {'url': 'https://en.wikipedia.org/wiki/Inoke_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6036531', 'label': None}]","(10,000 cited 1993)[1]",10000.0,exact,10000.0,10000.0,,,1993,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Inoke_language'],10000.0,10000.0
abag1245,Abaga,-6.12028,145.665,"[{'url': 'https://www.endangeredlanguages.com/elp-language/2011', 'label': 'Abaga'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-abaga', 'label': 'Abaga'}, {'url': 'https://en.wikipedia.org/wiki/Abaga_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3507954', 'label': None}]",5,5.0,exact,5.0,5.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/2011'],5.0,5.0
kena1250,Kenati,-6.74765,145.881,"[{'url': 'https://www.wikidata.org/entity/Q4219330', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Kenati_language', 'label': None}]",1000 (2004)[1],1000.0,exact,1000.0,1000.0,,,2004,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Kenati_language'],1000.0,1000.0
mand1445,Mandobo Bawah,-6.37255,140.451,"[{'url': 'https://www.wikidata.org/entity/Q12636155', 'label': None}]",,,,,,,,,,,,,,[],,
oksa1245,Oksapmin,-5.20797,142.177,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10678', 'label': 'Oksapmin'}, {'url': 'https://grambank.clld.org/languages/oksa1245', 'label': 'Oksapmin'}, {'url': 'https://wals.info/languoid/lect/wals_code_oks', 'label': 'Oksapmin'}, {'url': 'https://en.wikipedia.org/wiki/Oksapmin_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q1068097', 'label': None}]","8,000",8000.0,exact,8000.0,8000.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/10678'],8000.0,8000.0
ngal1298,Ngalum,-4.67682,141.03,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10696', 'label': 'Ngalum'}, {'url': 'https://en.wikipedia.org/wiki/Ngalum_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732516', 'label': None}]","18,000",18000.0,exact,18000.0,18000.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/10696'],18000.0,18000.0
mian1256,Mian,-4.70881,141.523,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10681', 'label': 'Mian'}, {'url': 'https://grambank.clld.org/languages/mian1256', 'label': 'Mian'}, {'url': 'https://wals.info/languoid/lect/wals_code_mpt', 'label': 'Mian'}, {'url': 'https://en.wikipedia.org/wiki/Mian_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q12952846', 'label': None}]","1,750",1750.0,exact,1750.0,1750.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/10681'],1750.0,1750.0
suga1249,Suganga,-4.5071,141.2,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10676', 'label': 'Suganga'}, {'url': 'https://www.wikidata.org/entity/Q7634706', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Suganga_language', 'label': None}]",680,680.0,exact,680.0,680.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/10676'],680.0,680.0
bimi1240,Bimin,-5.38732,142.04,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10692', 'label': 'Bimin'}, {'url': 'https://grambank.clld.org/languages/bimi1240', 'label': 'Bimin'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-bimin-fagobiw', 'label': 'Bimin (Fagobiw Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-bimin-sengen', 'label': 'Bimin (Sengen Dialect)'}, {'url': 'https://en.wikipedia.org/wiki/Bimin_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q4913743', 'label': None}]","2,000",2000.0,exact,2000.0,2000.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/10692'],2000.0,2000.0
tele1256,Telefol,-5.07444,141.731,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10675', 'label': 'Telefol'}, {'url': 'https://grambank.clld.org/languages/tele1256', 'label': 'Telefol'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-telefol', 'label': 'Telefol'}, {'url': 'https://wals.info/languoid/lect/wals_code_tlf', 'label': 'Telefol'}, {'url': 'https://en.wikipedia.org/wiki/Telefol_language', 'label': None}, {'url': 'https://phoible.org/languages/tele1256', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7696150', 'label': None}]","4,500",4500.0,exact,4500.0,4500.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/10675'],4500.0,4500.0
urap1239,Urapmin,-5.08704,141.54,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10694', 'label': 'Urapmin'}, {'url': 'https://www.wikidata.org/entity/Q7899769', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Urap_language', 'label': None}]",370,370.0,exact,370.0,370.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/10694'],370.0,370.0
tifa1245,Tifal,-5.03899,141.293,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10677', 'label': 'Tifal'}, {'url': 'https://wals.info/languoid/lect/wals_code_tif', 'label': 'Tifal'}, {'url': 'https://en.wikipedia.org/wiki/Tifal_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732691', 'label': None}]","3,600",3600.0,exact,3600.0,3600.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/10677'],3600.0,3600.0
faiw1243,Faiwol,-5.4967,141.656,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10693', 'label': 'Faiwol'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-faiwol-dimtikin', 'label': 'Faiwol (Dimtikin Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-faiwol-lowbip', 'label': 'Faiwol (Lowbip Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-faiwol-selbang', 'label': 'Faiwol (Selbang Dialect)'}, {'url': 'https://en.wikipedia.org/wiki/Faiwol_language', 'label': None}, {'url': 'https://phoible.org/languages/faiw1243', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3501773', 'label': None}]","4,500",4500.0,exact,4500.0,4500.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/10693'],4500.0,4500.0
seta1246,Setaman,-5.31134,141.833,"[{'url': 'https://www.endangeredlanguages.com/elp-language/5424', 'label': 'Setaman'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-setaman-baktamin', 'label': 'Setaman (Baktamin Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-setaman-ngisokabip', 'label': 'Setaman (Ngisokabip Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-setaman-seltamin', 'label': 'Setaman (Seltamin Dialect)'}, {'url': 'https://en.wikipedia.org/wiki/Setaman_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7456333', 'label': None}]",381,381.0,exact,381.0,381.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/5424'],381.0,381.0
ning1274,Ninggerum,-5.43194,141.158,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10690', 'label': 'Ninggerum'}, {'url': 'https://www.wikidata.org/entity/Q11732526', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Ninggerum_language', 'label': None}]","6,150",6150.0,exact,6150.0,6150.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/10690'],6150.0,6150.0
yong1280,Yonggom,-6.42956,141.213,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10691', 'label': 'Yonggom'}, {'url': 'https://grambank.clld.org/languages/yong1280', 'label': 'Yonggom'}, {'url': 'https://en.wikipedia.org/wiki/Yonggom_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q8055002', 'label': None}]","4,000",4000.0,exact,4000.0,4000.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/10691'],4000.0,4000.0
sout2940,South Muyu,-6.01385,140.815,"[{'url': 'https://wals.info/languoid/lect/wals_code_kti', 'label': 'Kati (in West Papua, Indonesia)'}, {'url': 'https://www.endangeredlanguages.com/elp-language/10689', 'label': 'South Muyu'}, {'url': 'https://www.wikidata.org/entity/Q42308820', 'label': None}]","4,000",4000.0,exact,4000.0,4000.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/10689'],4000.0,4000.0
mari1435,Maring,-5.44015,144.642,"[{'url': 'https://www.endangeredlanguages.com/elp-language/4626', 'label': 'Maring'}, {'url': 'https://www.wikidata.org/entity/Q3293280', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Maring_language', 'label': None}, {'url': 'https://wals.info/languoid/lect/wals_code_mav', 'label': 'Maring'}]","11,000",11000.0,exact,11000.0,11000.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/4626'],11000.0,11000.0
nara1264,Narak,-5.5591,144.754,"[{'url': 'https://www.wikidata.org/entity/Q6965295', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Narak_language', 'label': None}]","(6,200 cited 2000 census)[1]",6200.0,exact,6200.0,6200.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Narak_language'],6200.0,6200.0
kand1303,Kandawo,-5.73674,144.966,"[{'url': 'https://en.wikipedia.org/wiki/Kandawo_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6361369', 'label': None}]","4,000 (2003)[1]",4000.0,exact,4000.0,4000.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Kandawo_language'],4000.0,4000.0
umbu1258,Umbu-Ungu,-5.9513,143.97,"[{'url': 'https://wals.info/languoid/lect/wals_code_kgl', 'label': 'Umbu Ungu'}, {'url': 'https://grambank.clld.org/languages/umbu1258', 'label': 'Umbu-Ungu'}, {'url': 'https://www.wikidata.org/entity/Q12953245', 'label': None}]",,,,,,,,,,,,,,[],,
imbo1238,Imbongu,-6.13629,144.026,"[{'url': 'https://www.wikidata.org/entity/Q12632895', 'label': None}]",,,,,,,,,,,,,,[],,
boun1245,Bo-Ung,-5.8626,144.086,"[{'url': 'https://grambank.clld.org/languages/boun1245', 'label': 'Bo-Ung'}, {'url': 'https://en.wikipedia.org/wiki/Tembagla_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q15831607', 'label': None}]","(41,000 cited 2000 census)[1]",41000.0,exact,41000.0,41000.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Tembagla_language'],41000.0,41000.0
melp1238,Melpa,-5.62644,144.34,"[{'url': 'https://grambank.clld.org/languages/melp1238', 'label': 'Melpa'}, {'url': 'https://en.wikipedia.org/wiki/Melpa_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q36166', 'label': None}]","(130,000 cited 1991)[1]",130000.0,exact,130000.0,130000.0,,,1991,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Melpa_language'],130000.0,130000.0
goli1247,Golin,-6.2249,144.8505,"[{'url': 'https://grambank.clld.org/languages/goli1247', 'label': 'Golin'}, {'url': 'https://wals.info/languoid/lect/wals_code_gln', 'label': 'Golin'}, {'url': 'https://en.wikipedia.org/wiki/Golin_language', 'label': None}, {'url': 'https://phoible.org/languages/goli1247', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3110291', 'label': None}]","(50,000 cited 1981)[1]",50000.0,exact,50000.0,50000.0,,,1981,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Golin_language'],50000.0,50000.0
sina1271,Sinasina,-6.08728,145.032,"[{'url': 'https://www.wikidata.org/entity/Q7521813', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Sinasina_language', 'label': None}, {'url': 'https://wals.info/languoid/lect/wals_code_tba', 'label': 'Tabare'}]","(21,000 cited 2000 census)[1]",21000.0,exact,21000.0,21000.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Sinasina_language'],21000.0,21000.0
