language_ID,language,latitude,longitude,links,speaker_number_raw,speaker_number_numeric,speaker_number_type,speaker_number_min,speaker_number_max,vitality_status,vitality_certainty,speaker_number_year,speaker_source,source_category,source_type,access_route,source_confidence,source_urls,plotting_data,bar_chart_tooltip_value
salt1242,Salt-Yui,-6.26519,145.021,"[{'url': 'https://grambank.clld.org/languages/salt1242', 'label': 'Salt-Yui'}, {'url': 'https://wals.info/languoid/lect/wals_code_syu', 'label': 'Salt-Yui'}, {'url': 'https://en.wikipedia.org/wiki/Salt-Yui_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7405785', 'label': None}]","(6,500 cited 1981)[1]",6500.0,exact,6500.0,6500.0,,,1981,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Salt-Yui_language'],6500.0,6500.0
kuma1280,Kuman,-5.90586,144.977,"[{'url': 'https://grambank.clld.org/languages/kuma1280', 'label': 'Kuman'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-kuman', 'label': 'Kuman'}, {'url': 'https://wals.info/languoid/lect/wals_code_kmn', 'label': 'Kuman'}, {'url': 'https://en.wikipedia.org/wiki/Kuman_language_(New_Guinea)', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q137525', 'label': None}]","(120,000 cited 2000 census)[1]L2: 70,000 (2021)[1]",120000.0,exact,120000.0,120000.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Kuman_language_(New_Guinea)'],120000.0,120000.0
domm1246,Dom,-6.03737,144.895,"[{'url': 'https://grambank.clld.org/languages/domm1246', 'label': 'Dom'}, {'url': 'https://en.wikipedia.org/wiki/Dom_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q5289770', 'label': None}]","16,000 (2006)[1]",16000.0,exact,16000.0,16000.0,,,2006,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Dom_language'],16000.0,16000.0
noma1262,Nomane,-6.30218,145.098,"[{'url': 'https://www.wikidata.org/entity/Q11732531', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Nomane_language', 'label': None}]","(6,700 cited 2000 census)[1]",6700.0,exact,6700.0,6700.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Nomane_language'],6700.0,6700.0
chua1250,Chuave,-6.17824,145.139,"[{'url': 'https://wals.info/languoid/lect/wals_code_cve', 'label': 'Chuave'}, {'url': 'https://en.wikipedia.org/wiki/Chuave_language', 'label': None}, {'url': 'https://phoible.org/languages/chua1250', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q5115226', 'label': None}]","(26,000 cited 2000)[1]",26000.0,exact,26000.0,26000.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Chuave_language'],26000.0,26000.0
nucl1620,Wahgi,-6.11629,144.665,"[{'url': 'https://en.wikipedia.org/wiki/Wahgi_language', 'label': None}, {'url': 'https://phoible.org/languages/nucl1620', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3565122', 'label': None}]","(86,000 cited 1999)[1]",86000.0,exact,86000.0,86000.0,,,1999,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Wahgi_language'],86000.0,86000.0
niii1240,Nii,-5.763,144.518,"[{'url': 'https://en.wikipedia.org/wiki/Nii_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q35237', 'label': None}]","(12,000 cited 1991)[1]",12000.0,exact,12000.0,12000.0,,,1991,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Nii_language'],12000.0,12000.0
nort2921,North Wahgi,-5.75356,144.804,"[{'url': 'https://www.wikidata.org/entity/Q12953273', 'label': None}]",,,,,,,,,,,,,,[],,
huli1244,Huli,-5.97212,142.963,"[{'url': 'https://grambank.clld.org/languages/huli1244', 'label': 'Huli'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-huli', 'label': 'Huli'}, {'url': 'https://en.wikipedia.org/wiki/Huli_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3125121', 'label': None}]","150,000 (2011)[1]",150000.0,exact,150000.0,150000.0,,,2011,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Huli_language'],150000.0,150000.0
samb1321,Samberigi,-6.7028,143.951,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-samberigi', 'label': 'Samberigi'}, {'url': 'https://en.wikipedia.org/wiki/Samberigi_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7409020', 'label': None}]","(3,130 cited 1981)[1]",3130.0,exact,3130.0,3130.0,,,1981,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Samberigi_language'],3130.0,3130.0
west2599,West Kewa,-6.32097,143.73,"[{'url': 'https://grambank.clld.org/languages/west2599', 'label': 'West Kewa'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-west-kewa', 'label': 'West Kewa'}, {'url': 'https://www.wikidata.org/entity/Q12952619', 'label': None}]",,,,,,,,,,,,,,[],,
erav1244,Erave,-6.55011,143.918,"[{'url': 'https://www.wikidata.org/entity/Q12952416', 'label': None}]",,,,,,,,,,,,,,[],,
east2516,East Kewa,-6.32989,143.931,"[{'url': 'https://grambank.clld.org/languages/east2516', 'label': 'East Kewa'}, {'url': 'https://phoible.org/languages/east2516', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q20050949', 'label': None}]",,,,,,,,,,,,,,[],,
anga1292,Angal Heneng,-6.13347,143.478,"[{'url': 'https://www.wikidata.org/entity/Q10950354', 'label': None}]",,,,,,,,,,,,,,[],,
anga1293,Angal,-6.0127,143.592,"[{'url': 'https://www.wikidata.org/entity/Q10951553', 'label': None}]",,,,,,,,,,,,,,[],,
anga1294,Angal Enen,-6.23296,143.583,"[{'url': 'https://www.wikidata.org/entity/Q10951638', 'label': None}]",,,,,,,,,,,,,,[],,
enga1252,Enga,-5.45619,143.685,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-enga', 'label': 'Enga'}, {'url': 'https://wals.info/languoid/lect/wals_code_ena', 'label': 'Enga'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-enga-wapi', 'label': 'Enga (Wapi Dialect)'}, {'url': 'https://en.wikipedia.org/wiki/Enga_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q1143040', 'label': None}]","(230,000 cited 2000 census)[1]",230000.0,exact,230000.0,230000.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Enga_language'],230000.0,230000.0
lemb1266,Lembena,-4.99504,143.891,"[{'url': 'https://grambank.clld.org/languages/lemb1266', 'label': 'Lembena'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-lembena', 'label': 'Lembena'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-lembena-maibi', 'label': 'Lembena (Maibi Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-lembena-yariba', 'label': 'Lembena (Yariba Dialect)'}, {'url': 'https://en.wikipedia.org/wiki/Lembena_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6521067', 'label': None}]","(1,800 cited 2000 census)[1]",1800.0,exact,1800.0,1800.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Lembena_language'],1800.0,1800.0
kyak1244,Kyaka,-5.52462,144.119,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-kyaka', 'label': 'Kyaka'}, {'url': 'https://wals.info/languoid/lect/wals_code_kyk', 'label': 'Kyaka'}, {'url': 'https://en.wikipedia.org/wiki/Kyaka_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q12952690', 'label': None}]","(15,000 cited 1981)[1]",15000.0,exact,15000.0,15000.0,,,1981,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Kyaka_language'],15000.0,15000.0
ipil1240,Ipili,-5.42586,143.089,"[{'url': 'https://en.wikipedia.org/wiki/Ipili_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6065141', 'label': None}]","26,000 (2002)[1]",26000.0,exact,26000.0,26000.0,,,2002,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Ipili_language'],26000.0,26000.0
nete1240,Nete,-5.02368,143.029,"[{'url': 'https://www.wikidata.org/entity/Q6998869', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Nete_language', 'label': None}]","(1,000 cited 2000-2003)[1]",1000.0,exact,1000.0,1000.0,,,2000-2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Nete_language'],1000.0,1000.0
biso1243,Bisorio,-4.77763,143.213,"[{'url': 'https://www.endangeredlanguages.com/elp-language/10628', 'label': 'Bisorio'}, {'url': 'https://www.wikidata.org/entity/Q8844749', 'label': None}]",200?,200.0,exact,200.0,200.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/10628'],200.0,200.0
biyo1244,Biyom,-5.79929,145.348,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-biyom', 'label': 'Biyom'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-biyom', 'label': 'biyom'}, {'url': 'https://en.wikipedia.org/wiki/Biyom_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q4919327', 'label': None}]",650 (2011)[1],650.0,exact,650.0,650.0,,,2011,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Biyom_language'],650.0,650.0
tauy1241,Tauya,-5.74255,145.366,"[{'url': 'https://grambank.clld.org/languages/tauy1241', 'label': 'Tauya'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-tauya', 'label': 'Tauya'}, {'url': 'https://wals.info/languoid/lect/wals_code_tau', 'label': 'Tauya'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-tauya', 'label': 'tauya'}, {'url': 'https://en.wikipedia.org/wiki/Tauya_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7688978', 'label': None}]",(350 cited 1981)[1],350.0,exact,350.0,350.0,,,1981,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Tauya_language'],350.0,350.0
dump1243,Dumpu,-5.82002,145.655,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-watiwa', 'label': 'Watiwa'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-watiwa', 'label': 'watiwa'}, {'url': 'https://en.wikipedia.org/wiki/Watiwa_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q35316', 'label': None}]",,,,,,extinct,,,wikipedia.org,tertiary,community-curated,direct,0.45,['https://en.wikipedia.org/wiki/Watiwa_language'],4.5,extinct
sins1241,Kou,-5.64336,145.599,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-sinsauru', 'label': 'Sinsauru'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-sinsauru', 'label': 'sinsauru'}, {'url': 'https://en.wikipedia.org/wiki/Kou_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7525035', 'label': None}]","500 (2003)[1](unclear if figure includes speakers of ""Asas"")",500.0,exact,500.0,500.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Kou_language'],500.0,500.0
asas1240,Asas,-5.69345,145.549,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-asas', 'label': 'Asas'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-asas', 'label': 'asas'}, {'url': 'https://en.wikipedia.org/wiki/Asas_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q4803639', 'label': None}]","500 (2003)[1](unclear if figure includes speakers of ""Asas"")",500.0,exact,500.0,500.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Asas_language'],500.0,500.0
saus1246,Sausi,-5.6873,145.492,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-sausi', 'label': 'Sausi'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-sausi', 'label': 'sausi'}, {'url': 'https://en.wikipedia.org/wiki/Sausi_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7427605', 'label': None}]",93 (2007)[1],93.0,exact,93.0,93.0,,,2007,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Sausi_language'],93.0,93.0
kesa1244,Kesawai,-5.76797,145.58,"[{'url': 'https://grambank.clld.org/languages/kesa1244', 'label': 'Kesawai'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-kesawai', 'label': 'Kesawai'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-kesawai', 'label': 'kesawai'}, {'url': 'https://en.wikipedia.org/wiki/Kesawai_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6394907', 'label': None}]",700 (2008)[1],700.0,exact,700.0,700.0,,,2008,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Kesawai_language'],700.0,700.0
wase1252,Wasembo,-6.01318,145.969,"[{'url': 'https://www.wikidata.org/entity/Q7971402', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Wasembo_language', 'label': None}]",(830 cited 2000 census)[1],830.0,exact,830.0,830.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Wasembo_language'],830.0,830.0
baim1246,Bai-Maclay,-5.64319,146.44581,"[{'url': 'https://en.wikipedia.org/wiki/Bai-Maclay', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q35323758', 'label': None}]",(120 cited 2000 census)[1],120.0,exact,120.0,120.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Bai-Maclay'],120.0,120.0
dumu1246,Dumun,-5.55315,146.082,"[{'url': 'https://www.endangeredlanguages.com/elp-language/2157', 'label': 'Dumun'}, {'url': 'https://www.wikidata.org/entity/Q5314004', 'label': None}, {'url': 'https://en.wikipedia.org/wiki/Dumun_language', 'label': None}]",40,40.0,exact,40.0,40.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/2157'],40.0,40.0
yabo1240,Yabong,-5.61718,146.2065,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-yabong', 'label': 'Yabong'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-yabong', 'label': 'yabong'}, {'url': 'https://en.wikipedia.org/wiki/Yabong_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q8046383', 'label': None}]","(1,500 cited 2000 census)[1]",1500.0,exact,1500.0,1500.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Yabong_language'],1500.0,1500.0
saep1240,Saep,-5.64812,146.078,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-saep', 'label': 'Saep'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-saep', 'label': 'saep'}, {'url': 'https://en.wikipedia.org/wiki/Saep_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7398312', 'label': None}]",550 (2003)[1],550.0,exact,550.0,550.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Saep_language'],550.0,550.0
gang1270,Ganglau,-5.57945,146.1305,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-ganglau', 'label': 'Ganglau'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-ganglau', 'label': 'ganglau'}, {'url': 'https://en.wikipedia.org/wiki/Ganglau_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q5521140', 'label': None}]",470 (2003)[1],470.0,exact,470.0,470.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Ganglau_language'],470.0,470.0
pula1267,Pulabu,-5.59558,145.738,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-pulabu', 'label': 'Pulabu'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-pulabu', 'label': 'pulabu'}, {'url': 'https://en.wikipedia.org/wiki/Pulabu_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7259163', 'label': None}]",(120 cited 1981)[1],120.0,exact,120.0,120.0,,,1981,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Pulabu_language'],120.0,120.0
kolo1267,Kolom,-5.57832,146.212,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-migum', 'label': 'Migum'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-migum', 'label': 'migum'}, {'url': 'https://en.wikipedia.org/wiki/Kolom_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6844970', 'label': None}]",470 (2003)[1],470.0,exact,470.0,470.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Kolom_language'],470.0,470.0
siro1249,Siroi,-5.52893,145.994,"[{'url': 'https://grambank.clld.org/languages/siro1249', 'label': 'Siroi'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-siroi', 'label': 'Siroi'}, {'url': 'https://wals.info/languoid/lect/wals_code_sro', 'label': 'Siroi'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-siroi', 'label': 'siroi'}, {'url': 'https://en.wikipedia.org/wiki/Siroi_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q10771067', 'label': None}]","1,300 (2003)[1]",1300.0,exact,1300.0,1300.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Siroi_language'],1300.0,1300.0
araw1272,Arawum,-5.52787,145.903,"[{'url': 'https://www.endangeredlanguages.com/elp-language/2047', 'label': 'Arawum'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-arawum', 'label': 'Arawum'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-arawum', 'label': 'arawum'}, {'url': 'https://en.wikipedia.org/wiki/Arawum_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q4784537', 'label': None}]",73,73.0,exact,73.0,73.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/2047'],73.0,73.0
lemi1243,Lemio,-5.6964,145.7817,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-lemio', 'label': 'Lemio'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-lemio', 'label': 'lemio'}, {'url': 'https://en.wikipedia.org/wiki/Lemio_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6521165', 'label': None}]",270 (2003)[1],270.0,exact,270.0,270.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Lemio_language'],270.0,270.0
suma1270,Sumau,-5.48556,145.474,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-sumau', 'label': 'Sumau'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-sumau', 'label': 'sumau'}, {'url': 'https://en.wikipedia.org/wiki/Sumau_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7637021', 'label': None}]","2,600 (2003)[1]",2600.0,exact,2600.0,2600.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Sumau_language'],2600.0,2600.0
sopp1247,Sop,-5.49605,145.361,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-sop', 'label': 'Sop'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-sop', 'label': 'sop'}, {'url': 'https://en.wikipedia.org/wiki/Sop_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7562808', 'label': None}]","2,300 (2003)[1]",2300.0,exact,2300.0,2300.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Sop_language'],2300.0,2300.0
dana1254,Danaru,-5.53634,145.457,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-danaru', 'label': 'Danaru'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-danaru', 'label': 'danaru'}, {'url': 'https://en.wikipedia.org/wiki/Danaru_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q5214932', 'label': None}]",260 (2003)[1],260.0,exact,260.0,260.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Danaru_language'],260.0,260.0
urig1240,Urigina,-5.58982,145.507,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-urigina', 'label': 'Urigina'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-urigina', 'label': 'urigina'}, {'url': 'https://en.wikipedia.org/wiki/Urigina_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7900603', 'label': None}]","(1,500 cited 2000)[1]",1500.0,exact,1500.0,1500.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Urigina_language'],1500.0,1500.0
kwat1244,Kwato,-5.53799,145.629,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-waube', 'label': 'Waube'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-waube', 'label': 'waube'}, {'url': 'https://en.wikipedia.org/wiki/Waube_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q11732373', 'label': None}]",(780 cited 1981)[1],780.0,exact,780.0,780.0,,,1981,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Waube_language'],780.0,780.0
dudu1240,Duduela,-5.43119,145.642,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-amowe-bere', 'label': 'Amowe (Bere Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-amowe-gomu', 'label': 'Amowe (Gomu Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-amowe-tagoe', 'label': 'Amowe (Tagoe Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-uyajitaya', 'label': 'Uyajitaya'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-uyajitaya-didiwala', 'label': 'Uyajitaya (Didiwala Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-uyajitaya-gisi', 'label': 'Uyajitaya (Gisi Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-uyajitaya-palipa', 'label': 'Uyajitaya (Palipa Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-uyajitaya-subalulu', 'label': 'Uyajitaya (Subalulu Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-uyajitaya-udibai', 'label': 'Uyajitaya (Udibai Dialect)'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-uyajitaya-uya', 'label': 'Uyajitaya (Uya Dialect)'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-uyajitaya', 'label': 'uyajitaya'}, {'url': 'https://en.wikipedia.org/wiki/Duduela_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7904085', 'label': None}]","1,000 (2008)[1]",1000.0,exact,1000.0,1000.0,,,2008,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Duduela_language'],1000.0,1000.0
yang1298,Yangulam,-5.52697,145.858,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-yangulam', 'label': 'Yangulam'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-yangulam', 'label': 'yangulam'}, {'url': 'https://en.wikipedia.org/wiki/Yangulam_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q8048663', 'label': None}]",(400 cited 2000 census)[1],400.0,exact,400.0,400.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Yangulam_language'],400.0,400.0
uyaa1238,Uya,-5.32246,145.47,"[{'url': 'https://www.endangeredlanguages.com/elp-language/3409', 'label': 'Uya'}, {'url': 'https://lexibank.clld.org/languages/transnewguineaorg-uya', 'label': 'Uya'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-uya', 'label': 'uya'}, {'url': 'https://en.wikipedia.org/wiki/Uya_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7904082', 'label': None}]",270,270.0,exact,270.0,270.0,,,,endangeredlanguages.com,secondary,expert-curated,direct,0.75,['https://www.endangeredlanguages.com/elp-language/3409'],270.0,270.0
ogea1238,Ogea,-5.37766,145.71,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-ogea', 'label': 'Ogea'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-ogea', 'label': 'ogea'}, {'url': 'https://en.wikipedia.org/wiki/Ogea_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7079984', 'label': None}]","2,200 (2003)[1]",2200.0,exact,2200.0,2200.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Ogea_language'],2200.0,2200.0
jili1241,Sgi Bara,-5.56611,145.706,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-jilim', 'label': 'Jilim'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-jilim', 'label': 'jilim'}, {'url': 'https://en.wikipedia.org/wiki/Jilim_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q6192674', 'label': None}]",(650 cited 2000 census)[1],650.0,exact,650.0,650.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Jilim_language'],650.0,650.0
rera1240,Rerau,-5.51361,145.716,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-rerau', 'label': 'Rerau'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-rerau', 'label': 'rerau'}, {'url': 'https://en.wikipedia.org/wiki/Rerau_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q7314883', 'label': None}]",(590 cited 2000 census)[1],590.0,exact,590.0,590.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Rerau_language'],590.0,590.0
anja1238,Anjam,-5.45899,145.717,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-anjam', 'label': 'Anjam'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-anjam', 'label': 'anjam'}, {'url': 'https://en.wikipedia.org/wiki/Anjam_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q3504136', 'label': None}]","2,000 (2003)[1]",2000.0,exact,2000.0,2000.0,,,2003,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Anjam_language'],2000.0,2000.0
bong1291,Bongu,-5.50519,145.806,"[{'url': 'https://lexibank.clld.org/languages/transnewguineaorg-bongu', 'label': 'Bongu'}, {'url': 'https://wals.info/languoid/lect/wals_code_bon', 'label': 'Bongu'}, {'url': 'https://lexibank.clld.org/languages/zgraggenmadang-bongu', 'label': 'bongu'}, {'url': 'https://en.wikipedia.org/wiki/Bongu_language', 'label': None}, {'url': 'https://www.wikidata.org/entity/Q4941930', 'label': None}]",(850 cited 2000 census)[1],850.0,exact,850.0,850.0,,,2000,wikipedia.org,tertiary,community-curated,direct,0.38,['https://en.wikipedia.org/wiki/Bongu_language'],850.0,850.0
